investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004823,2/17/2025,120503,SIP,456,Rajasthan,Jaipur,T30,36-45,Female,52.6,Mandate,Verified
INV004760,2/17/2025,148567,SIP,1190,Uttar Pradesh,Lucknow,T30,18-25,Male,4.8,Cheque,Verified
INV004646,2/17/2025,120844,SIP,14186,Madhya Pradesh,Indore,T30,18-25,Female,5.5,Net Banking,Verified
INV003287,2/17/2025,100033,Lumpsum,135749,Delhi,New Delhi,T30,36-45,Male,54.9,UPI,Verified
INV004500,2/17/2025,120842,Lumpsum,169401,Karnataka,Mysore,B30,46-55,Male,45.2,Cheque,Verified
INV002284,2/17/2025,120841,SIP,52209,Karnataka,Bangalore,T30,36-45,Male,55.3,UPI,Verified
INV001345,2/17/2025,120843,SIP,8731,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Cheque,Verified
INV004661,2/17/2025,100016,SIP,2150,Maharashtra,Nashik,B30,26-35,Male,9.8,Net Banking,Verified
INV000997,2/17/2025,119092,Redemption,294617,Rajasthan,Udaipur,B30,26-35,Male,17.8,Net Banking,Verified
INV004110,2/17/2025,101206,Redemption,192194,West Bengal,Kolkata,T30,18-25,Male,5.5,Cheque,Verified
INV000057,2/17/2025,100016,SIP,7900,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Cheque,Pending
INV003435,2/17/2025,118635,SIP,2906,Maharashtra,Nashik,B30,26-35,Female,17.8,Cheque,Verified
INV001469,2/17/2025,119120,SIP,25070,Karnataka,Bangalore,T30,56+,Male,74.7,Net Banking,Verified
INV001562,2/18/2025,102885,SIP,2651,Delhi,Noida,T30,26-35,Male,7,Net Banking,Verified
INV003389,2/18/2025,149323,Redemption,85789,Telangana,Hyderabad,T30,26-35,Male,22.3,UPI,Verified
INV000330,2/18/2025,120505,SIP,1902,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Net Banking,Verified
INV000715,2/18/2025,119551,SIP,2700,Uttar Pradesh,Agra,B30,26-35,Male,24.2,Mandate,Verified
INV003365,2/18/2025,148568,Redemption,289057,Uttar Pradesh,Agra,B30,26-35,Male,12.7,Net Banking,Verified
INV002947,2/18/2025,119095,Lumpsum,475632,Maharashtra,Nashik,B30,46-55,Male,73.3,Mandate,Verified
INV001486,2/18/2025,118635,SIP,9276,Gujarat,Surat,T30,46-55,Male,17.1,Cheque,Verified
INV002943,2/18/2025,149324,SIP,3195,Karnataka,Bangalore,T30,26-35,Female,7.6,Net Banking,Verified
INV003592,2/18/2025,101206,SIP,1002,Madhya Pradesh,Indore,T30,56+,Female,27.6,Mandate,Verified
INV001029,2/18/2025,118633,Lumpsum,149209,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,Mandate,Verified
INV003498,2/18/2025,149322,SIP,27642,West Bengal,Kolkata,T30,26-35,Male,19,UPI,Verified
INV004811,2/18/2025,120504,Lumpsum,206804,Punjab,Amritsar,B30,26-35,Female,9.4,UPI,Verified
INV002813,2/18/2025,118632,SIP,2811,Punjab,Chandigarh,T30,26-35,Male,13.5,UPI,Verified
INV003432,2/18/2025,119092,SIP,2741,Uttar Pradesh,Agra,B30,56+,Female,11.2,UPI,Verified
INV002869,2/18/2025,119094,Redemption,456362,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,Verified
INV002490,2/18/2025,101207,SIP,51182,Gujarat,Surat,T30,36-45,Female,28.1,Net Banking,Pending
INV001820,2/18/2025,148568,Lumpsum,285926,Maharashtra,Mumbai,T30,36-45,Female,39.3,Mandate,Verified
INV000803,2/18/2025,125498,SIP,2185,Karnataka,Mysore,B30,26-35,Female,20.6,Net Banking,Pending
INV003460,2/18/2025,120843,Redemption,74537,Delhi,New Delhi,T30,26-35,Male,14.6,UPI,Verified
INV004101,2/18/2025,102886,Lumpsum,349321,Telangana,Hyderabad,T30,46-55,Male,44.6,Cheque,Verified
INV002832,2/18/2025,119120,SIP,8567,Uttar Pradesh,Lucknow,T30,26-35,Male,15.9,Net Banking,Verified
INV002246,2/18/2025,119552,Lumpsum,287617,Maharashtra,Pune,T30,36-45,Male,31.2,Net Banking,Verified
INV001581,2/18/2025,119093,SIP,5541,Madhya Pradesh,Indore,T30,18-25,Female,5.7,Mandate,Verified
INV002495,2/18/2025,102885,SIP,12400,Maharashtra,Nashik,B30,26-35,Male,6.6,Mandate,Verified
INV001697,2/18/2025,119552,Lumpsum,521987,Haryana,Gurugram,T30,18-25,Male,5.4,Mandate,Verified
INV001575,2/18/2025,125498,SIP,2034,Karnataka,Bangalore,T30,26-35,Male,12,UPI,Verified
INV000190,2/18/2025,118632,SIP,910,Madhya Pradesh,Indore,T30,26-35,Female,8.2,Cheque,Verified
INV001846,2/18/2025,119093,SIP,2315,Uttar Pradesh,Kanpur,B30,56+,Male,72.3,Mandate,Verified
INV003478,2/18/2025,120842,SIP,5122,Punjab,Chandigarh,T30,26-35,Male,21.2,Net Banking,Verified
INV002749,2/18/2025,119120,SIP,44760,West Bengal,Kolkata,T30,46-55,Female,58.7,Net Banking,Pending
INV000220,2/18/2025,100016,SIP,1062,Uttar Pradesh,Lucknow,T30,36-45,Male,48.1,UPI,Verified
INV004023,2/18/2025,149324,SIP,10420,Tamil Nadu,Chennai,T30,46-55,Male,69.6,Mandate,Verified
INV000560,2/18/2025,119092,Lumpsum,272743,Punjab,Chandigarh,T30,18-25,Male,3.4,Cheque,Verified
INV000072,2/18/2025,102886,Lumpsum,445177,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Net Banking,Verified
INV000630,2/18/2025,100016,SIP,2194,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,Cheque,Verified
INV000604,2/18/2025,120842,SIP,2727,Karnataka,Bangalore,T30,26-35,Male,9.5,Mandate,Pending
INV001182,2/18/2025,148567,Redemption,159841,Punjab,Amritsar,B30,26-35,Male,9.1,Cheque,Verified
INV003743,2/18/2025,120505,Redemption,367663,West Bengal,Kolkata,T30,46-55,Male,79.9,UPI,Verified
INV000048,2/18/2025,118633,Lumpsum,78120,Rajasthan,Jaipur,T30,36-45,Female,15,Cheque,Verified
INV002514,2/18/2025,125498,SIP,8206,Rajasthan,Udaipur,B30,18-25,Male,7.5,Net Banking,Verified
INV003993,2/18/2025,119094,Lumpsum,123875,Tamil Nadu,Chennai,T30,46-55,Male,32.2,Mandate,Verified
INV000623,2/18/2025,119120,Lumpsum,374697,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Mandate,Verified
INV001953,2/18/2025,119093,Lumpsum,462979,Haryana,Faridabad,B30,46-55,Male,55,Mandate,Verified
INV003936,2/18/2025,118633,SIP,54546,Punjab,Chandigarh,T30,36-45,Male,19.8,Cheque,Verified
INV003734,2/18/2025,101208,SIP,17434,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Net Banking,Verified
INV003163,2/18/2025,120842,Redemption,71426,Punjab,Amritsar,B30,36-45,Female,47.5,Mandate,Verified
INV000070,2/18/2025,120507,Redemption,208920,West Bengal,Kolkata,T30,56+,Female,20.1,Cheque,Verified
INV002549,2/18/2025,119598,SIP,16534,Delhi,New Delhi,T30,26-35,Male,12.5,Cheque,Verified
INV001185,2/18/2025,118632,SIP,15075,Haryana,Faridabad,B30,26-35,Female,22.5,UPI,Verified
INV003874,2/18/2025,100016,Redemption,142396,Punjab,Amritsar,B30,26-35,Female,16.5,Net Banking,Verified
INV003865,2/18/2025,100033,Redemption,272445,Gujarat,Ahmedabad,T30,18-25,Female,3.3,Cheque,Verified
INV002528,2/18/2025,118636,SIP,9498,Gujarat,Ahmedabad,T30,46-55,Male,16.3,UPI,Verified
INV003258,2/18/2025,102887,SIP,2152,Rajasthan,Udaipur,B30,26-35,Male,14.7,Net Banking,Verified
INV001324,2/18/2025,100016,Lumpsum,427468,Delhi,New Delhi,T30,26-35,Male,24.8,Cheque,Verified
INV002520,2/18/2025,119551,Redemption,97615,Tamil Nadu,Chennai,T30,36-45,Male,48.9,UPI,Verified
INV000039,2/18/2025,120842,SIP,8927,Madhya Pradesh,Bhopal,B30,26-35,Male,6.5,Net Banking,Verified
INV000457,2/18/2025,118634,SIP,4438,Haryana,Faridabad,B30,26-35,Female,22.3,Mandate,Verified
INV002996,2/18/2025,101208,SIP,24184,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Verified
INV002567,2/18/2025,101206,SIP,26936,Madhya Pradesh,Indore,T30,36-45,Male,20.3,Cheque,Verified
INV003902,2/18/2025,119552,SIP,3152,Karnataka,Mysore,B30,26-35,Male,23.1,Net Banking,Pending
INV004595,2/19/2025,119598,SIP,974,Rajasthan,Udaipur,B30,36-45,Male,24,Cheque,Verified
INV002945,2/19/2025,120506,SIP,26657,Maharashtra,Nashik,B30,26-35,Male,15.6,UPI,Verified
INV001852,2/19/2025,120505,Redemption,239153,Telangana,Hyderabad,T30,26-35,Male,21.7,Net Banking,Verified
INV002729,2/19/2025,120507,Lumpsum,472600,Uttar Pradesh,Kanpur,B30,26-35,Female,15.4,Net Banking,Verified
INV004996,2/19/2025,120507,SIP,439,Delhi,New Delhi,T30,46-55,Male,87.8,Cheque,Verified
INV002943,2/19/2025,119552,SIP,2152,Karnataka,Bangalore,T30,26-35,Female,7.6,Net Banking,Pending
INV002141,2/19/2025,118632,Lumpsum,34641,Delhi,New Delhi,T30,46-55,Male,36.2,Cheque,Verified
INV004021,2/19/2025,120844,SIP,27282,Uttar Pradesh,Kanpur,B30,36-45,Male,33.8,Mandate,Verified
INV002726,2/19/2025,120843,SIP,2543,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Cheque,Verified
INV002979,2/19/2025,119092,SIP,27432,Punjab,Chandigarh,T30,36-45,Female,56.2,Cheque,Verified
INV000262,2/19/2025,119120,Lumpsum,148609,Telangana,Hyderabad,T30,36-45,Male,47.6,Mandate,Verified
INV003289,2/19/2025,118632,Redemption,23801,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,UPI,Verified
INV002030,2/19/2025,119094,SIP,2979,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Net Banking,Verified
INV000922,2/19/2025,148569,SIP,7243,Karnataka,Mysore,B30,26-35,Male,22.4,Cheque,Verified
INV002950,2/19/2025,148568,SIP,1132,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Net Banking,Pending
INV003533,2/19/2025,119552,Lumpsum,246828,Telangana,Hyderabad,T30,56+,Female,11.4,Mandate,Verified
INV003264,2/19/2025,102885,SIP,2628,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified
INV002077,2/19/2025,120503,Lumpsum,473259,West Bengal,Kolkata,T30,18-25,Female,6.3,Cheque,Verified
INV003574,2/19/2025,102885,SIP,12369,Haryana,Faridabad,B30,46-55,Male,48.4,Cheque,Verified
INV002674,2/19/2025,102886,SIP,9185,Karnataka,Mysore,B30,26-35,Female,7.4,Mandate,Verified
INV001013,2/19/2025,100025,Lumpsum,120293,Telangana,Hyderabad,T30,36-45,Male,40.6,Mandate,Verified
INV001095,2/19/2025,100016,SIP,501,Maharashtra,Nashik,B30,18-25,Female,3.8,Mandate,Verified
INV001521,2/19/2025,125497,SIP,1958,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified
INV000097,2/19/2025,148568,SIP,8704,Karnataka,Mysore,B30,18-25,Male,6,UPI,Verified
INV001105,2/19/2025,119094,SIP,42337,West Bengal,Kolkata,T30,18-25,Female,3.4,Net Banking,Verified
INV002926,2/19/2025,118633,Lumpsum,74748,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,Verified
INV001540,2/19/2025,120504,SIP,11097,Maharashtra,Pune,T30,26-35,Female,17.3,UPI,Pending
INV003952,2/19/2025,120506,SIP,5420,Tamil Nadu,Chennai,T30,36-45,Male,48.8,UPI,Verified
INV002529,2/19/2025,101207,SIP,5046,Maharashtra,Mumbai,T30,18-25,Female,5.3,UPI,Verified
INV000412,2/19/2025,125497,SIP,5458,Rajasthan,Udaipur,B30,18-25,Male,7.4,Net Banking,Verified
INV003346,2/19/2025,119093,Redemption,158361,Punjab,Chandigarh,T30,46-55,Male,16.7,Cheque,Verified
INV004717,2/19/2025,119095,SIP,2224,Maharashtra,Nashik,B30,36-45,Female,12.6,UPI,Verified
INV001087,2/19/2025,119120,SIP,1177,Rajasthan,Udaipur,B30,26-35,Female,20.6,Net Banking,Verified
INV003941,2/19/2025,120843,SIP,4365,Rajasthan,Udaipur,B30,26-35,Male,8,Mandate,Verified
INV003581,2/19/2025,101208,Lumpsum,152705,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,UPI,Verified
INV004267,2/19/2025,120503,Lumpsum,431798,Gujarat,Surat,T30,46-55,Male,99.7,UPI,Verified
INV001944,2/19/2025,149323,Redemption,135716,Telangana,Hyderabad,T30,18-25,Male,4.4,Mandate,Verified
INV000545,2/19/2025,119092,SIP,935,Telangana,Hyderabad,T30,26-35,Male,23.6,Mandate,Verified
INV000595,2/19/2025,148567,Lumpsum,357452,Gujarat,Surat,T30,18-25,Male,7.6,Cheque,Verified
INV004733,2/19/2025,120841,Redemption,319681,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Verified
INV001760,2/19/2025,118633,SIP,2383,Haryana,Faridabad,B30,46-55,Male,77,Cheque,Verified
INV002543,2/19/2025,119093,Redemption,79586,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Mandate,Verified
INV003408,2/19/2025,100016,Lumpsum,469282,West Bengal,Kolkata,T30,18-25,Male,6.1,Mandate,Verified
INV001595,2/19/2025,118632,SIP,8188,Gujarat,Ahmedabad,T30,56+,Male,78.5,UPI,Verified
INV000915,2/19/2025,118634,SIP,6877,West Bengal,Kolkata,T30,36-45,Male,55.9,UPI,Verified
INV002067,2/19/2025,102887,SIP,1002,Gujarat,Ahmedabad,T30,36-45,Female,46.2,Cheque,Verified
INV002808,2/19/2025,100025,SIP,28450,Uttar Pradesh,Agra,B30,26-35,Male,24.1,UPI,Verified
INV001251,2/19/2025,118634,SIP,6223,Punjab,Chandigarh,T30,26-35,Female,11.7,UPI,Verified
INV002718,2/19/2025,100016,Lumpsum,155602,Telangana,Hyderabad,T30,36-45,Male,15.6,Net Banking,Verified
INV002846,2/19/2025,120842,SIP,1973,Punjab,Amritsar,B30,36-45,Male,57.1,Mandate,Verified
INV000248,2/19/2025,125498,Lumpsum,167852,Madhya Pradesh,Indore,T30,36-45,Female,28.6,Cheque,Verified
INV004578,2/19/2025,101206,SIP,5426,Haryana,Gurugram,T30,26-35,Male,21,Mandate,Verified
INV000589,2/19/2025,120504,SIP,2844,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Mandate,Verified
INV002491,2/19/2025,118632,Lumpsum,243227,Karnataka,Mysore,B30,18-25,Male,4.4,Mandate,Verified
INV003466,2/19/2025,119095,Redemption,480319,West Bengal,Kolkata,T30,36-45,Male,17.2,Mandate,Verified
INV001319,2/19/2025,120844,SIP,20977,Delhi,Gurugram,T30,26-35,Female,20.8,Mandate,Verified
INV002647,2/19/2025,118633,Redemption,434550,Rajasthan,Jaipur,T30,46-55,Male,87,UPI,Verified
INV003794,2/19/2025,120842,Lumpsum,43475,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Net Banking,Verified
INV000226,2/19/2025,119551,SIP,16472,West Bengal,Kolkata,T30,36-45,Female,39.3,Cheque,Verified
INV001219,2/19/2025,119094,Redemption,295098,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified
INV001858,2/19/2025,149323,SIP,2901,Punjab,Amritsar,B30,36-45,Male,16.6,Net Banking,Verified
INV004640,2/20/2025,148567,SIP,11182,Telangana,Hyderabad,T30,36-45,Male,46.5,Net Banking,Verified
INV001180,2/20/2025,120504,SIP,13876,Telangana,Hyderabad,T30,26-35,Male,10.5,Net Banking,Verified
INV002080,2/20/2025,102885,SIP,52668,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Mandate,Verified
INV003362,2/20/2025,119551,SIP,6961,Karnataka,Bangalore,T30,36-45,Female,22.6,Net Banking,Verified
INV004997,2/20/2025,119599,SIP,29417,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,Mandate,Verified
INV003518,2/20/2025,118634,SIP,2035,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,Mandate,Verified
INV003361,2/20/2025,120844,Redemption,56502,Madhya Pradesh,Indore,T30,36-45,Male,19.9,Mandate,Verified
INV004246,2/20/2025,149322,Redemption,197132,West Bengal,Kolkata,T30,36-45,Female,12.2,Cheque,Verified
INV000388,2/20/2025,148568,SIP,8948,Maharashtra,Nashik,B30,36-45,Male,33.6,Net Banking,Verified
INV000521,2/20/2025,118636,Lumpsum,156843,West Bengal,Kolkata,T30,26-35,Male,9.7,Cheque,Verified
INV000957,2/20/2025,149322,Lumpsum,246977,Madhya Pradesh,Bhopal,B30,36-45,Male,38.2,Net Banking,Pending
INV001598,2/20/2025,101206,SIP,3087,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,UPI,Verified
INV004992,2/20/2025,118633,SIP,50202,Rajasthan,Udaipur,B30,26-35,Male,11.1,UPI,Verified
INV003862,2/20/2025,120506,SIP,402,Madhya Pradesh,Indore,T30,26-35,Male,17,Cheque,Verified
INV001422,2/20/2025,120507,Lumpsum,169334,Punjab,Amritsar,B30,36-45,Male,38.6,Net Banking,Verified
INV002628,2/20/2025,125498,SIP,2922,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Cheque,Verified
INV001518,2/20/2025,101206,Lumpsum,418653,Karnataka,Mysore,B30,18-25,Male,3.9,Cheque,Verified
INV001589,2/20/2025,118635,SIP,24681,Maharashtra,Nashik,B30,26-35,Female,7.5,Cheque,Verified
INV002698,2/20/2025,100016,Redemption,243598,Maharashtra,Pune,T30,26-35,Male,20.9,Mandate,Verified
INV004568,2/20/2025,125497,SIP,29668,Karnataka,Mysore,B30,18-25,Male,7.3,Cheque,Verified
INV000291,2/20/2025,148568,Lumpsum,328665,Madhya Pradesh,Indore,T30,18-25,Female,6.2,Net Banking,Verified
INV003864,2/20/2025,102885,SIP,24371,Gujarat,Ahmedabad,T30,36-45,Female,49.8,UPI,Verified
INV004487,2/20/2025,120507,SIP,52474,Maharashtra,Nashik,B30,26-35,Female,24.4,Mandate,Verified
INV000225,2/20/2025,119120,SIP,536,Delhi,New Delhi,T30,56+,Male,44,Cheque,Verified
INV002935,2/20/2025,120504,SIP,2769,Madhya Pradesh,Indore,T30,18-25,Male,5.6,UPI,Pending
INV001804,2/20/2025,101207,SIP,25309,Punjab,Amritsar,B30,26-35,Male,20.1,Cheque,Verified
INV003078,2/20/2025,101207,SIP,2114,Haryana,Gurugram,T30,36-45,Male,57.5,Net Banking,Verified
INV003586,2/20/2025,118634,SIP,58291,Haryana,Faridabad,B30,46-55,Male,68.9,UPI,Verified
INV002461,2/20/2025,149322,Redemption,346865,West Bengal,Kolkata,T30,26-35,Male,19.5,Cheque,Verified
INV001934,2/20/2025,102885,SIP,12661,West Bengal,Kolkata,T30,46-55,Female,77.4,Net Banking,Verified
INV000512,2/20/2025,118632,SIP,3087,Punjab,Amritsar,B30,46-55,Male,82.6,UPI,Verified
INV000771,2/20/2025,148567,Lumpsum,164106,Rajasthan,Udaipur,B30,26-35,Male,10.9,UPI,Verified
INV002691,2/20/2025,119598,Lumpsum,141995,Tamil Nadu,Coimbatore,B30,26-35,Female,20.6,Mandate,Verified
INV003630,2/20/2025,148569,SIP,542,Karnataka,Bangalore,T30,18-25,Female,4.9,Net Banking,Verified
INV003791,2/20/2025,148568,Lumpsum,251641,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Mandate,Pending
INV000519,2/20/2025,100016,SIP,53993,Haryana,Faridabad,B30,26-35,Female,6.3,Cheque,Verified
INV003972,2/20/2025,100025,SIP,23747,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Cheque,Verified
INV004267,2/20/2025,119093,SIP,8239,Gujarat,Surat,T30,46-55,Male,99.7,Cheque,Verified
INV001781,2/20/2025,119552,SIP,2305,Punjab,Amritsar,B30,36-45,Male,58.6,Mandate,Verified
INV004609,2/20/2025,101206,SIP,7069,Karnataka,Bangalore,T30,26-35,Female,10.3,UPI,Verified
INV000781,2/20/2025,120841,Lumpsum,558927,Delhi,Gurugram,T30,26-35,Male,6.8,UPI,Verified
INV000293,2/20/2025,119093,Lumpsum,100607,Karnataka,Mysore,B30,26-35,Female,19.3,UPI,Verified
INV001269,2/20/2025,119093,Lumpsum,376340,Maharashtra,Mumbai,T30,26-35,Male,14.4,Net Banking,Pending
INV001371,2/20/2025,119599,Lumpsum,214285,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Net Banking,Verified
INV000118,2/20/2025,100016,SIP,3440,Telangana,Hyderabad,T30,26-35,Male,20.2,Mandate,Verified
INV000566,2/20/2025,125497,SIP,41899,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Mandate,Verified
INV000750,2/20/2025,120504,SIP,52721,Delhi,New Delhi,T30,26-35,Male,20.9,Cheque,Verified
INV004325,2/20/2025,101206,Lumpsum,333692,Rajasthan,Jaipur,T30,36-45,Male,26.3,Cheque,Verified
INV002570,2/20/2025,100025,SIP,420,Punjab,Chandigarh,T30,36-45,Male,55.3,Mandate,Verified
INV004598,2/20/2025,101207,SIP,2145,Tamil Nadu,Chennai,T30,46-55,Male,60.5,UPI,Verified
INV002666,2/20/2025,102885,SIP,2643,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
INV000400,2/20/2025,100025,SIP,547,Punjab,Chandigarh,T30,26-35,Male,22.1,Mandate,Verified
INV004913,2/20/2025,101207,Lumpsum,353175,Rajasthan,Udaipur,B30,26-35,Male,8.6,Mandate,Verified
INV004300,2/20/2025,118635,SIP,4055,West Bengal,Kolkata,T30,26-35,Male,12.4,Net Banking,Verified
INV003292,2/20/2025,125497,SIP,2584,Uttar Pradesh,Kanpur,B30,56+,Female,55,Cheque,Verified
INV000359,2/20/2025,120505,SIP,2619,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Net Banking,Verified
INV003650,2/20/2025,118636,Redemption,459394,Telangana,Hyderabad,T30,46-55,Male,87.3,Net Banking,Verified
INV001738,2/20/2025,118633,SIP,28281,Karnataka,Bangalore,T30,36-45,Female,41.2,Mandate,Verified
INV002707,2/20/2025,119095,Lumpsum,466016,Maharashtra,Mumbai,T30,26-35,Male,24.7,Cheque,Verified
INV001624,2/20/2025,100025,SIP,4481,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Cheque,Verified
INV001157,2/20/2025,118633,Redemption,22397,Tamil Nadu,Coimbatore,B30,36-45,Female,23,Mandate,Verified
INV003436,2/20/2025,119552,Lumpsum,265900,Maharashtra,Mumbai,T30,36-45,Female,54.4,Mandate,Pending
INV001067,2/20/2025,101207,Redemption,172400,Haryana,Gurugram,T30,26-35,Male,16.6,Net Banking,Verified
INV000164,2/20/2025,118634,SIP,1073,Rajasthan,Udaipur,B30,18-25,Male,6,UPI,Verified
INV002726,2/20/2025,101207,SIP,8112,Gujarat,Ahmedabad,T30,36-45,Male,16.9,UPI,Verified
INV000593,2/20/2025,119552,Lumpsum,331439,Telangana,Hyderabad,T30,56+,Male,50.2,Mandate,Verified
INV002500,2/20/2025,100025,Lumpsum,157897,Delhi,New Delhi,T30,26-35,Male,14.7,UPI,Pending
INV000912,2/20/2025,100016,Lumpsum,112194,Haryana,Faridabad,B30,36-45,Male,26.7,UPI,Verified
INV000299,2/21/2025,149323,SIP,4108,Delhi,Noida,T30,26-35,Male,24.4,Net Banking,Verified
INV002801,2/21/2025,125498,SIP,2883,Madhya Pradesh,Indore,T30,18-25,Male,6.4,Cheque,Verified
INV000297,2/21/2025,118635,Lumpsum,445880,Gujarat,Ahmedabad,T30,26-35,Male,13,UPI,Pending
INV003871,2/21/2025,118633,SIP,20219,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Net Banking,Pending
INV003375,2/21/2025,119598,SIP,23537,Telangana,Hyderabad,T30,56+,Female,62.2,Mandate,Verified
INV002603,2/21/2025,125498,Lumpsum,109689,Haryana,Gurugram,T30,36-45,Male,28.4,UPI,Verified
INV004984,2/21/2025,149324,Redemption,450123,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Mandate,Verified
INV000425,2/21/2025,119095,SIP,8420,Rajasthan,Jaipur,T30,56+,Male,77.2,Mandate,Verified
INV000294,2/21/2025,120842,Lumpsum,267432,Maharashtra,Nashik,B30,36-45,Female,30.8,Net Banking,Verified
INV003601,2/21/2025,118632,SIP,2946,Haryana,Faridabad,B30,26-35,Female,17,UPI,Verified
INV001950,2/21/2025,101208,SIP,5154,Maharashtra,Pune,T30,26-35,Female,6,Net Banking,Verified
INV001317,2/21/2025,148568,Lumpsum,226370,Punjab,Chandigarh,T30,26-35,Female,8.9,Cheque,Verified
INV003229,2/21/2025,120841,SIP,4946,Maharashtra,Mumbai,T30,46-55,Female,64.4,UPI,Verified
INV003832,2/21/2025,100033,Lumpsum,10805,Karnataka,Mysore,B30,46-55,Male,34.4,Mandate,Verified
INV003595,2/21/2025,125498,Redemption,23914,Tamil Nadu,Coimbatore,B30,56+,Female,74.5,UPI,Verified
INV004645,2/21/2025,148567,SIP,15804,Telangana,Hyderabad,T30,26-35,Female,10.9,UPI,Verified
INV004712,2/21/2025,102885,SIP,2644,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,Verified
INV003107,2/21/2025,120506,SIP,1086,Haryana,Gurugram,T30,18-25,Female,6.2,Net Banking,Verified
INV004955,2/21/2025,120843,Lumpsum,277207,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,Verified
INV000496,2/21/2025,149323,Lumpsum,369231,Maharashtra,Mumbai,T30,36-45,Male,14.3,Cheque,Verified
INV004617,2/21/2025,102885,Lumpsum,364452,Karnataka,Bangalore,T30,26-35,Male,22.1,Mandate,Verified
INV002013,2/21/2025,100025,SIP,13448,Rajasthan,Jaipur,T30,46-55,Male,30.2,Net Banking,Verified
INV001673,2/21/2025,118635,SIP,2656,West Bengal,Kolkata,T30,26-35,Male,23,Net Banking,Verified
INV001536,2/21/2025,149322,SIP,14470,Karnataka,Mysore,B30,26-35,Male,17.9,Mandate,Verified
INV002007,2/21/2025,120506,SIP,6977,Haryana,Faridabad,B30,18-25,Male,4.2,Mandate,Verified
INV002154,2/21/2025,149324,SIP,27626,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,UPI,Verified
INV001378,2/21/2025,119598,Lumpsum,256832,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified
INV002170,2/21/2025,120503,Redemption,238529,Delhi,New Delhi,T30,26-35,Female,14.7,Mandate,Pending
INV002764,2/21/2025,118632,Lumpsum,284114,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,Net Banking,Verified
INV000709,2/21/2025,120505,SIP,1004,Telangana,Hyderabad,T30,26-35,Female,13.6,Net Banking,Verified
INV004356,2/21/2025,120505,SIP,5937,West Bengal,Kolkata,T30,36-45,Male,37.3,Mandate,Verified
INV003328,2/21/2025,149322,SIP,1967,Karnataka,Mysore,B30,26-35,Female,14.2,Cheque,Verified
INV001617,2/21/2025,119095,Redemption,83494,Maharashtra,Pune,T30,26-35,Male,8.6,Mandate,Verified
INV000521,2/21/2025,125497,Redemption,393931,West Bengal,Kolkata,T30,26-35,Male,9.7,Mandate,Verified
INV003027,2/21/2025,119551,Lumpsum,337891,Telangana,Hyderabad,T30,26-35,Male,20.8,Mandate,Verified
INV004772,2/21/2025,120507,Lumpsum,96677,Gujarat,Ahmedabad,T30,46-55,Male,26.1,UPI,Verified
